Kode,Nama Customer,Alamat,Telepon,Tipe,Sales,Aktif,PIC Kendala Bongkar,Kontak,user_define1,user_define2,user_define3,user_define4,user_define5,user_define6,user_define7,user_define8,npwp,Company,pkp,email,credit_limit,Kode Internal SAP,Kode Eksternal,commitments_amount,remaining_amount,oldest_open_item,Flag API,Cek Plafon Bank,Cek Plafon SAP,ID Telegram,Norek BRI,Oid
2125274,PT NUSA UNGGUL SARANA ADI,JL. MARGOMULYO INDAH II BLOK A/15 MANUKAN WETAN TANDES,085951616546,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2125274,2125274,0,0,,,FALSE,FALSE,,,384
CUS24080008,PT. WALET TRANS LOGISTIK,"MTH SQUARE GROUND FLOOR (GF) A4 A, JL. LETJEN MT HARYONO KAV. 10, KEL. BIDARA CINA, KEC. JATINEGARA",081214909023,Company,SEFTI MARDIANTI,TRUE,,YUSUP WAHYU ADAM,,,,,0,0,0,,07.351.809.4-002.000,11,,marketing@waletlogistik.com,"50,000,000",2133509,2133509,0,0,,,FALSE,FALSE,,,539
2125416,"ARIS SETYA KARYA NUGRAHA,",JL TRENGGILING NO 159 RT 01 RW 01 DS MERTASINGAN,081542811811,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,,0,2125416,2125416,0,0,,,FALSE,FALSE,,,386
2125477,"TA RAHARJA, CV","JL MANISRENGGO, RT 23/ RW. 08, BENDAN, MANISRENGGO",081328864444,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2125477,2125477,0,0,,,FALSE,FALSE,,,387
2125505,SASTRAWAN WIJAYA,LINK CILURAH RT 006 RW 002 KEPUH,087882311908,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2125505,2125505,0,0,,,FALSE,FALSE,,,388
2125790,PT. PERUSAHAAN LISTRIK NE,"JL TRUNOJOYO M 1 MELAWAI KEBAYORAN BARU, JAKARTA SELATAN",0217251234,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2125790,2125790,0,0,,,FALSE,FALSE,,,389
2103597,PT. PINDO DELI PULP AND PAPER,GEDUNG SINAR MAS LAND PLAZA MENARA 2 LT 9 JL. MH THAMRIN,0,Company,ANDY ZUNAN HILMI,TRUE,,BP. DEDE ALIANDO,,,,,0,0,0,,,11,,,"8,700,000,000",2103597,2103597,"6,301,987,237","2,398,012,763",24.11.2025,,FALSE,FALSE,,,303
2126041,SINAR INDAHPERKASA,"JL. DUPAK 25-A, GUNDIH - BUBUTAN",081315977888,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,sinarindahperkasa@gmail.com,0,2126041,2126041,0,0,,,FALSE,FALSE,,,390
2126117,PT HAJUMAR FAMILI GROUP,JL INDUSTRI KM 80,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2126117,2126117,0,0,,,FALSE,FALSE,,,391
2128782,PT. ACI CITRA INDONESIA,JL TANJUNG DUREN UTARA IIIA NO. 347 KEC GROGOL PETAMBURAN,085691508537,Company,ANDY ZUNAN HILMI,TRUE,,BP. TIO,,,,,0,0,0,,,11,,marketing@acicitra.com,"120,000,000",2128782,2128782,"61,300,000","58,700,000",13.09.2025,,FALSE,FALSE,,,448
2126276,"MARGA DINAMIK PERKASA, PT",JL. PLUIT SELATAN BLOK S/8 RT 02 RW 008,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2126276,2126276,0,0,,,FALSE,FALSE,,,393
2126277,"KUSUMA DEWI PURWOKERTO, P",JL. RUSPARJO RUSTAM NO. 94 DESA SOKARAJA KULON,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2126277,2126277,0,0,,,FALSE,FALSE,,,394
2126285,MITRA SEJAHTERA ARTHALEST,JL. ACHMAD YANI NO 63 KANDANGGAMPANG,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2126285,2126285,0,0,,,FALSE,FALSE,,,395
2126302,"BAHANA PRESTASI, PT",HE BELLEZZA GAPURAPRIMA OFFICE,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2126302,2126302,0,0,,,FALSE,FALSE,,,396
2126925,CV BARU DUA,JL. PP IMAM TP BOBOTSARI NO. 03 RT.02 RW.04 BOBOTSARI,082223955901,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2126925,2126925,0,0,,,FALSE,FALSE,,,397
2103442,"ALAM JAYA MAKMUR, CV","JL. JENDERAL SUDIRMAN, KROYA KAB CILACAP",0,Company,ARLI TRI WIGUNA,TRUE,,,,,,,0,0,0,,,11,,,"30,000,000",2103442,2103442,0,0,,,FALSE,FALSE,,,293
2126974,GEMILANG SUKSES MANDIRI,JALAN KELAPA DUA WETAN RAYA NO 10 CIRACAS,02189455022,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2126974,2126974,0,0,,,FALSE,FALSE,,,400
2127117,DIMAS WAHID MS,JL.JEND S PARMAN V A BARU 24,081240006067,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127117,2127117,0,0,,,FALSE,FALSE,,,401
CUS24100004,PT. GRESIK CIPTA SEJAHTERA,"JL. KIG RAYA SELATAN BLOK A-5, KEL. RANDUAGUNG, KEC. KEBOMAS, KAB. GRESIK, JAWA TIMUR",0313985543,Company,PUTRA BAGUS FERMANSYAH,TRUE,,AWANG DJOHAN BACHTIAR,,,,,0,0,0,,01.278.154-324.000,11,,angkutanpupuk@gmail.com,"900,000,000",2134231,2134231,"462,352,404","437,647,596",26.11.2025,,FALSE,FALSE,,,548
CUS25080001,PT. EKA JAYA PUTRA TRANSINDO,"KOMPLEK SINAR GEDANGAN BLOK B 20, KEL. GEMURUNG, KEC. GEDANGAN. KAB. SIDOARJO",0818331440,Company,RIKI NOVA SURYATMAJA,TRUE,,HENDRI GERRY SUSILO,,,,,0,0,0,,955507082643000,11,,pt.ekajayaputratransindo@gmail.com,"10,000,000",2136654,2136654,0,0,,,FALSE,FALSE,,,628
2127122,PT TRIKUSUMA JAYA PERKASA,JL. CAKUNG CILINCING RAYA,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127122,2127122,0,0,,,FALSE,FALSE,,,402
2127735,PT. RIVAN TANJUNG SENTOSA,GEDUNG JAYA LANTAI 9 JL M.H. THAMRIN BLOK. A02 NO.12,0,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,,"750,000,000",2127735,2127735,"741,047,826","8,952,174",31.08.2024,,FALSE,FALSE,,,428
2127125,OTO JAYA NIAGA TRANS,"JL. JENDRAL SUDIRMAN NO. 115 RT. 05 RW. 01, DESA SUCI,",081996868168,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127125,2127125,0,0,,,FALSE,FALSE,,,404
2127126,PT MANGGALA KENCANA MUKTI,"CITI HUB - HARTON TOWER, LEVEL 3 JL. SENTRA BISNIS ARTHA",0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,adm.manggala.kencana@gmail.com,0,2127126,2127126,0,0,,,FALSE,FALSE,,,405
2127127,LANCAR JAYA PERKASA,PANGLIMA SUDIRMAN NO. 255 PAJARAKAN KAB. PROBOLINGGO,0811323328,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127127,2127127,0,0,,,FALSE,FALSE,,,406
2127128,PT ARGO KENCANA NUSANTARA,JL.SOEKARNO HATTA KM.11 MENGANTI RT.01 RW.02 KEC.KESUGIHAN,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,argokencananusantara@gmail.com,0,2127128,2127128,0,0,,,FALSE,FALSE,,,407
2127143,"LOKA JAYA SEJAHTERA, PT",JALAN SUNAN KALIJAGA NO. 55 TUBAN 62314 DS. LATSARI KEC. TUB,0,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,,0,2127143,2127143,0,0,,,FALSE,FALSE,,,408
2127144,PT MULA BARU SEJAHTERA,JL. SUNAN GUNUNG JATI NO.128 KLAYAN GUNUNG JATI,087895880924,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127144,2127144,0,0,,,FALSE,FALSE,,,409
2127181,"MALIKA CIPTA SEJAHTERA, C",DS. SUMBERGIRANG KEC. LASEM KOTA/KAB. REMBANG,0,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,,0,2127181,2127181,0,0,,,FALSE,FALSE,,,410
2127209,AMERTA TIRTA BUWANA,JL.LAKSDA M.NASIR NO.29 BLOK G-22 TANJUNG PERAK,082131300963,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127209,2127209,0,0,,,FALSE,FALSE,,,411
2127282,"ARTA BOGA CEMERLANG, PT",JL. LINGKAR LUAR BARAT KAV 35-36 RT. 001 RW. 003,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127282,2127282,0,0,,,FALSE,FALSE,,,412
2127324,PT SERUPUT KAVA ABHINAYA,JALAN LINGKAR LUAR BARAT KAVELING 35-36,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127324,2127324,0,0,,,FALSE,FALSE,,,413
2127328,"SURYA BERKAH INDONESIA, P",JL. KI HAJAR DEWANTARA NO 124,082223459988,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,,0,2127328,2127328,0,0,,,FALSE,FALSE,,,414
2127358,SINGA GEMILANG PERSADA,"JL RAYA SETU TELAJUNG RT.002 RW.002 LUBANGBUAYA, SETU",082266880707,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127358,2127358,0,0,,,FALSE,FALSE,,,416
2127507,ABU BAKAR,KELUTAN RT 007 RW 001 DESA KELUTAN KEC NGRONGGOT,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127507,2127507,0,0,,,FALSE,FALSE,,,418
2126966,PT. POS LOGISTIK INDONESI,GEDUNG POS IBUKOTA LT 4 JL LAPANGAN BENTENG UTAMA NO 1 KEC.,02134832552,Company,SEFTI MARDIANTI,TRUE,,TEGUH WIBOWO,,,,,0,0,0,,,11,,,0,2126966,2126966,0,0,,,FALSE,FALSE,,,399
2127633,PT INTAN USTRIX,JL. RAYA ROOMO NO. 425 MANYAR,08121736425,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127633,2127633,0,0,,,FALSE,FALSE,,,422
2127634,CV PANGKAL LESTARI,INTILAND TOWER OFFICE SUITES LEVEL 3 JL. PANGLIMA SUDIRMAN,081291754989,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127634,2127634,0,0,,,FALSE,FALSE,,,423
2127654,DUTA ARAH PERSADA,JL. MIRAH II NO. 20 PPS MANYAR RT. 01 RW. 12 SUCI MANYAR,081211791194,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127654,2127654,0,0,,,FALSE,FALSE,,,424
2127683,PT KARYA SEMESTA LOGISTIK,JALAN KUNIR NO 37 BLOK I/4,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127683,2127683,0,0,,,FALSE,FALSE,,,425
2127706,"MITRA HANDAL ABADI, CV",PERUM PATRA INDAH BLOK A21 RT01/20 KEL. SIDANEGARA,0,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,,0,2127706,2127706,0,0,,,FALSE,FALSE,,,426
2127707,PT MUCOINDO PRAKASA,ROSEVILLE SOHO & SUITE LT 6 NO. 6 SUNBURST CBD LOT 1.8,081387985798,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127707,2127707,0,0,,,FALSE,FALSE,,,427
2127745,CV. SURYA LINTAS BAKTI,JL. KOMODOR YOS SUDARSO RT 3 RW 4 MANDARANREJO PANGGUNGREJO,081387985798,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127745,2127745,0,0,,,FALSE,FALSE,,,429
2127746,CV. SAHABAT BANGKIT LESTA,GRAHA SAMPURNA INDAH BLOK S NO. 05 BABATAN WIYUNG,081291754989,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127746,2127746,0,0,,,FALSE,FALSE,,,430
2127747,PT WIJAYA MEKAR PERKASA,"KSATRIAN AMJI ATAK KELAPA DUA KEL. PASIR GUNUNG SELATAN KEC,",081908172926,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127747,2127747,0,0,,,FALSE,FALSE,,,431
2127748,CV BERKAH JAYA SETIA,INTILAND TOWER OFFICE SUITES LEVEL 3 PANGLIMA SUDIRMAN,081291754989,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127748,2127748,0,0,,,FALSE,FALSE,,,432
2127768,"JAYA PLUS LOGISTICS, PT",PERKANTORAN PLAZA PASIFIK BLOK A2 NO. 34-36 LT. 4,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127768,2127768,0,0,,,FALSE,FALSE,,,433
2127769,PT. TURANGGA PARAMITRA,JL RAYA NAROGONG KM 24 DESA DAYEUH,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,domi.muslih@turangga.com,0,2127769,2127769,0,0,,,FALSE,FALSE,,,434
2127821,PT. SINERGI MITRANIAGA SU,JL. RAYA SUTOREJO PRIMA NO 84 DUKUH SUTOREJO MULYOREJO,0315994771,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2127821,2127821,0,0,,,FALSE,FALSE,,,435
2127952,"MEGA SURYA ERATAMA, PT",JL. RAYA JASEM DS. JASEM KEC. NGORO KAB. MOJOKERTO,0,Company,ANDY ZUNAN HILMI,TRUE,,BU INES,,,,,0,0,0,,,11,,,0,2127952,2127952,0,0,,,FALSE,FALSE,,,437
2127984,PT. KUMALA LOGISTICS,JL. PEKOJAN NO. 88-89,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,marketing@kumlog.co.id,0,2127984,2127984,0,0,,,FALSE,FALSE,,,438
2128089,"CELINE BOGOR KERTASINDO,",KAMPUNG TEGAL SEMPUR RT 015 RW 001 LULUT KLAPANUNGGAUL,087884928423,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2128089,2128089,0,0,,,FALSE,FALSE,,,439
2128190,PT RUDY SALEH JAYA,"JL. BOULEVARD BARAT RAYA, PLAZA PASIFIK BLOK B3 NO.63",081802227398,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2128190,2128190,0,0,,,FALSE,FALSE,,,440
2128196,"LAUTAN SAMUDERA JAYAESA,","JL. FALIMAN JAYA NO 45 KAMPUNG RAWA BAMBAN,",081808822229,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2128196,2128196,0,0,,,FALSE,FALSE,,,441
2128376,CV RUDY JAYA,DS BANJARAGUNG RT 05 RW 03 BANJARAGUNG WARUREJA,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2128376,2128376,0,0,,,FALSE,FALSE,,,442
2128459,PT. CAKRAWALA SAMUDRA NUS,PERUM GRIYA KARTIKA BLOK H-23 RT 25 RW 05,081359704258,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2128459,2128459,0,0,,,FALSE,FALSE,,,444
2130616,"KIRANA ABADI, CV","KEBO IWA UTARA NO. 199, PADANGSAMBIAN KAJA",+62 821-4447-6003,Company,PUTRA BAGUS FERMANSYAH,TRUE,,IBU MERTA,,,,,0,0,0,,,11,,kiranaabadi87@gmail.com,0,2130616,2130616,0,0,,,FALSE,FALSE,,,464
2128736,CV. KARYA MULYA UTAMA,SEJAHTERA NO 50 RT 01 RW 04 KARANGMULYA KEC PLUMBON,085939361999,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,,0,2128736,2128736,0,0,,,FALSE,FALSE,,,447
2128841,PT. TRIBUANA JAYA SAKTI,PERUMAHAN METRO REGENCY BLOK A NO 20 KEL PEPE KEC SEDATI,03199923110,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,tribuanajayasaktipt@gmail.com,0,2128841,2128841,0,0,,,FALSE,FALSE,,,449
CUS25020006,PT DASA NIAGA NUSANTARA,RUKAN GRAHA CEMPAKA MAS BLOK A.15 SUMUR BATU KEMAYORAN JAKARTA PUSAT,021 - 4213888,Company,,TRUE,,NADHIRA TASYA,,,,,0,0,0,,03.222.944.5-027.000,11,,dania@tazar.co.id,"50,000,000",2135355,2135355,0,0,,,FALSE,FALSE,,,590
2128927,PT. SAMUDRA SILICA INDONE,"JL. MERDEKA NO 15 BEJI UNGARAN TIMUR, KAB SEMARANG 50519",082133106794,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,,0,2128927,2128927,0,0,,,FALSE,FALSE,,,451
2129328,PT. BERKAH ALAM TRANSINDO,JALAN VETERAN NO 121 RT 004 RW 001 SINGOSARI KEBOMAS,082131123519,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2129328,2129328,0,0,,,FALSE,FALSE,,,453
2129734,CV. PRIMA CITRA ANDALAS,KOMP. PONDOK KARYA AGUNG BLOK RA,0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2129734,2129734,0,0,,,FALSE,FALSE,,,454
CUS25090003,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,640
2129849,"NARAYA PUTRI PERKASA, PT",JL. PENYU RT 006 RW 013,02825396498,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,narayaputriperkasa@gmail.com,0,2129849,2129849,0,0,,,FALSE,FALSE,,,456
2129851,"MANNA GRASIA, CV",JL PRAPEN INDAH BLOK H-7,082335698011,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,mannagrasia@gmail.com,0,2129851,2129851,0,0,,,FALSE,FALSE,,,457
2129983,BUDI SANTOSO,PAYAMAN RT 001 RW 008 DESA KARANGSARI KEC SEMIN,081233523877,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2129983,2129983,0,0,,,FALSE,FALSE,,,458
2130432,"NAURA AKBAR UTAMA, PT",PERUMAHAN VILLA TEGAL BESAR BLOK E NO 27 KEL TEGAL BESAR,03315102427,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,nauraakbarutama@gmail.com,0,2130432,2130432,0,0,,,FALSE,FALSE,,,459
2130549,"TUNGGAL SAKTI PERKASA, PT",JL RAYA TENGGILIS MEJOYO,081219241987,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,ptunggalsaktiperkasa@gmail.com,0,2130549,2130549,0,0,,,FALSE,FALSE,,,460
2130550,"PILAR MERAPI, PT",DK DUKUH DS KEPUTRAN KEC KEMALANG,081215002772,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,,0,2130550,2130550,0,0,,,FALSE,FALSE,,,461
CUS25080002,PT CAHAYA INDAH PUTRA,"Jl. DR. Wahidin SH, Gang XIII G, Dahanrejo, Kebomas, Gresik -61124",08213133718,Company,BRAHIM,TRUE,,08213133718,,,,,0,0,0,,0504963315741000,11,,cahayaindah28@yahoo.co.id,"10,000,000",2136709,PT CAHAYA INDAH PUTRA,0,0,,,FALSE,FALSE,,,629
2130554,CV. NABILA,"DSN. PULE RT.004 RW.002, MANDER, TAMBAKBOYO",081331035633,Company,PUTRA BAGUS FERMANSYAH,TRUE,,BAPAK WARDOYO,,,,,0,0,0,,,11,,,0,2130554,2130554,0,0,,,FALSE,FALSE,,,463
2130637,"HIJAU ALAM NUSANTARA, PT",DUSUN MANDURO MANGGUNG GAJAH KM 1.00 NGORO,08113181299,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,Hijauamlammarketing@gmail.com,0,2130637,2130637,0,0,,,FALSE,FALSE,,,465
2130638,"CALSIUM BUMI MAKMUR, CV","DESA PUCANGAN, MONTONG",0811317596,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,,0,2130638,2130638,0,0,,,FALSE,FALSE,,,466
2130639,"MATARAM AGUNG, PT",JL. SOEKARNO HATTA NO 137,03354493760,Company,RUDIANTO,TRUE,,BAPAK YUDI,,,,,0,0,0,,,11,,mataramagungprobolinggo@gmail.com,0,2130639,2130639,0,0,,,FALSE,FALSE,,,467
2128657,PT. KOIN TUNGGAL JAYA,DSN BANTUR TIMUR RT.036-RW.008 DS.BANTUR KEC BANTUR,081313190005,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,,"50,000,000",2128657,2128657,"26,665,440","23,334,560",10.05.2024,,FALSE,FALSE,,,446
2100537,"TRIARTA ADITAMA, PT",JL ARIMBI RT 001 RW 002 NOBOREJO - ARGOMULYO - SALATIGA - JA,0298325988,Company,PUTRA BAGUS FERMANSYAH,TRUE,,PAK CATUR,,,,,0,0,0,,314371717505000,11,,,"950,000,000",2100537,2100537,"920,261,813","29,738,187",03.07.2025,,FALSE,FALSE,,,268
CUS25010008,"PT, TRIPATRA ENGINEERS AND CONSTRUCTORS","Sektor VII CBD, CBD Bintaro Jaya, INDY Bintaro Office Park, Jl. Boulevard Bintaro Jaya Blok B7/A6, P",08161396274,Company,RIKI NOVA SURYATMAJA,TRUE,,OTTI MUKTIONO,,,,,0,0,0,,,11,,,"100,000,000",2134765,2134765,0,0,,,FALSE,FALSE,,,582
2130741,"AGUNG MAJU BERSAMA, CV","GUNUNG AGUNG NO.178 A, DS PANDANG SAMBIRAN",081338318999,Company,PUTRA BAGUS FERMANSYAH,TRUE,,BAPAK DONY,,,,,0,0,0,,,11,,,"50,000,000",2130741,2130741,"22,809,600","27,190,400",23.08.2024,,FALSE,FALSE,,,468
CUS24080005,PT BERKAH PUJA GATHI,Bakalan RT. 003/007 Kec. Kandeman Kab Batng Jateng,,,,FALSE,,081542039688,,,,,0,0,0,,625947049513000,11,,jcc.james80@gmail.com,"7,000,000",2132404,,0,0,,,FALSE,FALSE,,,536
CUS24050004,PT. SANI MANDIRI BERSAMA,"jalan raya II ujungrusi , Desa/Kelurahan Ujungrusi, Kec. Adiwerna Kab Tegal Jawa Tengah",081325669414,Company,ADIB SUAIB,TRUE,,081325669414,,,,,0,0,0,,72.996.330.6-501.000,11,,s.bersama82@yahoo.com,0,2132248,,0,0,,,FALSE,FALSE,,,507
2129213,PT. REMBANG BANGUN PERSADA,TEGALDOWO GUNEM REMBANG,0,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,,"20,000,000",2129213,2129213,0,0,,,FALSE,FALSE,,,452
2130742,"ANUGERAH MAPAN BERSAMA, C","GATOT SUBROTO TIMUR, DS. KESIMAN KERTALANGU",+62 813-3831-8999,Company,PUTRA BAGUS FERMANSYAH,TRUE,,,,,,,0,0,0,,,11,,,"32,000,000",2130742,2130742,0,0,,,FALSE,FALSE,,,469
2128403,PT. KRAKATAU ARGO LOGISTIK,"JL MAY. JEND. S.PARMAN KM.13,CIGADING,CILEGON,",0,Company,SEFTI MARDIANTI,TRUE,,BP. TESARU,,,,,0,0,0,,,11,,,"250,000,000",2128403,2128403,"89,668,310","160,331,690",02.08.2024,,FALSE,FALSE,,,443
CUS25010006,KOPERASI KARYAWAN USAHA SEJAHTERA BERSAMA,RUKO KARTINI MEGAH BLOK A NO. 3 JL. KARTINI NO. 150-152,031-3987835,,RUDIANTO,FALSE,,031-3987835,,,,,0,0,0,,,11,,,"120,000,000",2100188,2100188,"109,051,459","10,948,541",09.02.2025,,FALSE,FALSE,,,580
CUS24020005,FAUZI ASRORI,DSN TAWANGSARI RT 002 RW 004 DS PAGUTAN KEC MANYARAN KAB WONOGIRI,085803986986,Retail,PUTRA BAGUS FERMANSYAH,TRUE,,FAUZI ASRORI,,,,,0,0,0,,725560940532000,11,,,0,2130823,,0,0,29.08.2024,,FALSE,FALSE,,,489
CUS24010008,PT PURA BARUTAMA,"Jl. AKBP Agil Kusumadya No.KM. 4, Jatimakmur, Jati Wetan, Kec. Jati, Kabupaten Kudus, Jawa Tengah 59",Bu Feby (0813-2991-9801),Company,RIDWAN SISWANTO THAIB,TRUE,,Bu Feby (0813-2991-9801),,,,,0,0,0,,01.121427 7-092.000,11,KEP000038/WPJ.19/KP.0203/2003,-,"50,000,000",2131195,2131195,"3,139,856","46,860,144",16.11.2024,,FALSE,FALSE,,,480
CUS24110012,MUKHLISON,"JL. KLAKAH REJO 1B NO. 12, RT.002 RW.008, KEL. KANDANGAN, KEC. BENOWO, SURABAYA",,Retail,PUTRA BAGUS FERMANSYAH,TRUE,,MUKHLISON,,,,,0,0,0,,08.661.594.5-612.000,11,,,0,2134549,,0,0,26.12.2024,2134549,FALSE,FALSE,,,561
2100023,SEMEN INDONESIA (PERSERO),"SOUTH QUARTER, TOWER A, LT 19-20, CILANDAK BARAT",02152611745,Semen Indonesia Group,ADIB SUAIB,TRUE,00001053,VITA MAHREYNI,,,,,0,0,0,,010016319051000,11,,corporate.secretary@sig.id,"1,000,000,000,000",2100023,2100023,0,0,,SIG,FALSE,FALSE,,,252
2100600,BERHASIL INDONESIA GEMILA,JL DR IR H SOEKARNO NO 531 RT 002 RW 001 PENJARINGAN SARI,0,Company,PUTRA BAGUS FERMANSYAH,TRUE,,BAPAK ARIFIN,,,,,0,0,0,,702464249606000,11,,,0,2100600,2100600,0,0,,,FALSE,FALSE,,,270
CUS24060018,PT. JASMINE TRANSPORTAMA MANDIRI,"RUKAN SENTRA KOMERSIL BLOK RSK 6 NO. 006 GRAND GALAXY CITY, KEL. JAKASETIA, KEC. BEKASI SELATAN",0218273609,Company,SEFTI MARDIANTI,TRUE,,MARLINA ,,,,,0,0,0,,66.529.138.1-411.000,11,,marlina.jtm108@gmail.com,0,2132587,2132587,0,0,,,FALSE,FALSE,,,529
CUS24060015,PT PUSAT SARANA BARUNA,"Graha Mitra 7th Floor, Jl Jend. Gatot Subroto Kav. 21 Jakarta",+62 21 25579888,Company,BRAHIM,TRUE,,+62 21 50711111,,,,,0,0,0,,86.323.663.4-453.000,11,S-26033KT/WPJ.08/KP.1003/2018,Yohanes.Mulyono@interport.co.id,"50,000,000",2132588,PT PUSAT SARANA BARUNA,0,0,,,FALSE,FALSE,,,526
CUS24110010,PT. LINTAS CEPAT EKSPRES,"GRAHA PERWIRA GEDUNG GAJAH BLOK AQ LT.1, JLN DR. SAHARDJO NO.111, KEL. TEBET BARAT, KEC. TEBET, ",081383872626,Company,RIKI NOVA SURYATMAJA,TRUE,,ILHAM AGKOLITA,,,,,0,0,0,,39.164.962.1-015.000,11,,lintascepatekspres@gmail.com,"20,000,000",2134561,2134561,"664,000","19,336,000",22.12.2024,,FALSE,FALSE,,,559
